Hajj Company (Arabic),Hajj Company (English),formattedAddress,City,Country,email,Contact_Info,Rating Reviews,is_autorized,Google_Maps_Link,Link_Valid
«· —« „’— ··”Ì«ÕÂ,ULTRA TOURS,"17 Abrag Othman, Maadi Al Khabiri Al Gharbeyah, Maadi, Cairo Governorate 11742, Egypt",Cairo Governorate,Egypt,,+20 2 25241925,4.3 (14 reviews),Yes,https://www.google.com/maps/search/?api=1&query=ULTRA%20TOURS%2C%2017%20Abrag%20Othman%2C%20Maadi%20Al%20Khabiri%20Al%20Gharbeyah%2C%20Maadi%2C%20Cairo%20Governorate%2011742%2C%20Egypt,TRUE
Â«—›”   Ê—“,harvest tours,"63 Victor Amanoiel Square, Ezbet Saad, Sidi Gaber, Alexandria Governorate 5432055, Egypt",Alexandria Governorate,Egypt,,+20 3 4296050,5 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=harvest%20tours%2C%2063%20Victor%20Amanoiel%20Square%2C%20Ezbet%20Saad%2C%20Sidi%20Gaber%2C%20Alexandria%20Governorate%205432055%2C%20Egypt,TRUE
√Ê—ÌÊ‰  —«›Ì·,Orion Travel,"«„«„ ﬁ«⁄… «·„ƒ „—« ° 96‘ «·›‰Ã—Ï° Ismail Al Fangari, Al Estad, Nasr City, Cairo Governorate 4435215, Egypt",Cairo Governorate,Egypt,,+20 10 62247938,3.7 (9 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Orion%20Travel%2C%20%D8%A7%D9%85%D8%A7%D9%85%20%D9%82%D8%A7%D8%B9%D8%A9%20%D8%A7%D9%84%D9%85%D8%A4%D8%AA%D9%85%D8%B1%D8%A7%D8%AA%2C%2096%D8%B4%20%D8%A7%D9%84%D9%81%D9%86%D8%AC%D8%B1%D9%89%2C%20Ismail%20Al%20Fangari%2C%20Al%20Estad%2C%20Nasr%20City%2C%20Cairo%20Governorate%204435215%2C%20Egypt,TRUE
Â«Ã— ··”Ì«Õ…,hagar tourism,"st., Korba Square, 7 Abou Al Hol, El-Montaza, Heliopolis, Cairo Governorate 11757, Egypt",Cairo Governorate,Egypt,,+20 2 24177845,4.9 (10 reviews),Yes,https://www.google.com/maps/search/?api=1&query=hagar%20tourism%2C%20st.%2C%20Korba%20Square%2C%207%20Abou%20Al%20Hol%2C%20El-Montaza%2C%20Heliopolis%2C%20Cairo%20Governorate%2011757%2C%20Egypt,TRUE
Êﬂ«·… « ÊÕÌœ,tawheed,"Av. De Carthage, Tunis 1001, Tunisia",Tunis,Tunisia,,+216 93 713 971,5 (4 reviews),Yes,https://www.google.com/maps/search/?api=1&query=tawheed%2C%20Av.%20De%20Carthage%2C%20Tunis%201001%2C%20Tunisia,TRUE
„œ—Ìœ ··”Ì«Õ…,madred,"12 ⁄„«—«  «·‘—ﬂÂ «·”⁄ÊœÌÂ° «·‰“Â…° Nasr City, Cairo Governorate 4450335, Egypt",Cairo Governorate,Egypt,,+20 11 11995128,,Yes,https://www.google.com/maps/search/?api=1&query=madred%2C%2012%20%D8%B9%D9%85%D8%A7%D8%B1%D8%A7%D8%AA%20%D8%A7%D9%84%D8%B4%D8%B1%D9%83%D9%87%20%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D9%87%2C%20%D8%A7%D9%84%D9%86%D8%B2%D9%87%D8%A9%2C%20Nasr%20City%2C%20Cairo%20Governorate%204450335%2C%20Egypt,TRUE
” «— ‘«Ì‰ ··”Ì«Õ…,star shain,"12 ‘ ﬁ’— «·‰Ì·, «„«„ ﬂ—ÌœÏ «Ã—ÌﬂÊ· „’— ° DOWNTOWN°° «„«„ ﬂ—ÌœÏ «Ã—ÌﬂÊ· „’—, 12 Kasr Al Nile, Ismailia, Qasr El Nil, Cairo Governorate 4272111, Egypt",Cairo Governorate,Egypt,,+20 2 25757060,3.5 (18 reviews),Yes,https://www.google.com/maps/search/?api=1&query=star%20shain%2C%2012%20%D8%B4%20%D9%82%D8%B5%D8%B1%20%D8%A7%D9%84%D9%86%D9%8A%D9%84%2C%20%D8%A7%D9%85%D8%A7%D9%85%20%D9%83%D8%B1%D9%8A%D8%AF%D9%89%20%D8%A7%D8%AC%D8%B1%D9%8A%D9%83%D9%88%D9%84%20%D9%85%D8%B5%D8%B1%20%2C%20DOWNTOWN%2C%2C%20%D8%A7%D9%85%D8%A7%D9%85%20%D9%83%D8%B1%D9%8A%D8%AF%D9%89%20%D8%A7%D8%AC%D8%B1%D9%8A%D9%83%D9%88%D9%84%20%D9%85%D8%B5%D8%B1%2C%2012%20Kasr%20Al%20Nile%2C%20Ismailia%2C%20Qasr%20El%20Nil%2C%20Cairo%20Governorate%204272111%2C%20Egypt,TRUE
«·—”Ì”… Ê√—÷ »—ﬂ«¡ ··ÕÃ Ê«·⁄„—…,Alrsaisa and Ardhbarka for Hajj &Umra,"Bank muscat building° Al Ghubrah St, Muscat, Oman",Muscat,Oman,,+968 9644 2280,4.9 (7 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Alrsaisa%20and%20Ardhbarka%20for%20Hajj%20%26Umra%2C%20Bank%20muscat%20building%2C%20Al%20Ghubrah%20St%2C%20Muscat%2C%20Oman,TRUE
«·„‰Ï «·„ÕœÊœ…,AL-MOUNA LTD,"Al Abageyah, El Mokattam, Cairo Governorate 4413607, Egypt",Cairo Governorate,Egypt,,,5 (1 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL-MOUNA%20LTD%2C%20Al%20Abageyah%2C%20El%20Mokattam%2C%20Cairo%20Governorate%204413607%2C%20Egypt,TRUE
ÿ—Ìﬁ «·‰Ê— ··ÕÃ Ê«·⁄„—…,Tareeq Alnoor for Hajj &Umra,"5373 N Nob Hill Rd, Sunrise, FL 33351, USA",Sunrise,United States,,+1 954-465-3446,4 (1 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Tareeq%20Alnoor%20for%20Hajj%20%26Umra%2C%205373%20N%20Nob%20Hill%20Rd%2C%20Sunrise%2C%20FL%2033351%2C%20USA,TRUE
«·«„Ã«œ ··ÕÃ Ê«·⁄„—…,al amjad for pelgrim and omra transport,"Halimah Al Saadiah, Manfouhah Al Jadidah, Riyadh 12656, Saudi Arabia",Riyadh,Saudi Arabia,,+966 54 152 9197,3.7 (3 reviews),Yes,https://www.google.com/maps/search/?api=1&query=al%20amjad%20for%20pelgrim%20and%20omra%20transport%2C%20Halimah%20Al%20Saadiah%2C%20Manfouhah%20Al%20Jadidah%2C%20Riyadh%2012656%2C%20Saudi%20Arabia,TRUE
”Â—«» ≈Ì«— «‰ —‰«‘ÌÊ‰«·,Sohrab Air International,"1 W 34th St., New York, NY 10001, USA",New York,United States,,+1 212-967-9797,4.9 (172 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Sohrab%20Air%20International%2C%201%20W%2034th%20St.%2C%20New%20York%2C%20NY%2010001%2C%20USA,TRUE
œ«ﬂ«  —«›·” «‰œ  Ê—”,Dhaka Travels & Tours,"9G6H+W58, Doha, Qatar",Doha,Qatar,,+974 5520 7541,4.9 (9 reviews),Yes,"https://www.google.com/maps/place/9G6H+W58,+Doha,+Qatar",TRUE
›‹‹«—ÌÕ… √Ê›—”Ì”,Fariha Overseas,"34, 10th Floor, Nur Jahan Sharif Plaza, Purana Paltan, Dhaka 1000, Bangladesh",Dhaka,Bangladesh,,+880 1838-880084,,Yes,https://www.google.com/maps/search/?api=1&query=Fariha%20Overseas%2C%2034%2C%2010th%20Floor%2C%20Nur%20Jahan%20Sharif%20Plaza%2C%20Purana%20Paltan%2C%20Dhaka%201000%2C%20Bangladesh,TRUE
œÏ ·«∆Ì  «‰ —‰«‘ÌÊ‰«·,Delight International,"Ezbet Saad, Sidi Gaber, Alexandria Governorate 5432070, Egypt",Alexandria Governorate,Egypt,,+20 3 4200129,4.2 (1771 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Delight%20International%2C%20Ezbet%20Saad%2C%20Sidi%20Gaber%2C%20Alexandria%20Governorate%205432070%2C%20Egypt,TRUE
œ«ﬂ« ÕÃ €—Ê›  —«›·,Dhaka Hajj Group Travel,"Bashati Horizon, House-21, Lift-14, Flat-A1 & A2, Block-C, ??? ????? 17, ???? 1213, Bangladesh",????,Bangladesh,,+880 1707-711661,5 (10 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Dhaka%20Hajj%20Group%20Travel%2C%20Bashati%20Horizon%2C%20House-21%2C%20Lift-14%2C%20Flat-A1%20%26%20A2%2C%20Block-C%2C%20%E0%A6%B0%E0%A7%8B%E0%A6%A1%20%E0%A6%A8%E0%A6%AE%E0%A7%8D%E0%A6%AC%E0%A6%B0%2017%2C%20%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE%201213%2C%20Bangladesh,TRUE
 —«›· Ê«·œ,Travel World,"435 Green Ridge St, Scranton, PA 18509, USA",Scranton,United States,,+1 570-342-5790,4.6 (113 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Travel%20World%2C%20435%20Green%20Ridge%20St%2C%20Scranton%2C%20PA%2018509%2C%20USA,TRUE
€—Ê  «‰ —‰«‘ÌÊ‰«·,Growth International,Ajman Industrial 1 - Ajman - United Arab Emirates,Ajman,United Arab Emirates,,+971 6 530 9555,5 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Growth%20International%2C%20Ajman%20Industrial%201%20-%20Ajman%20-%20United%20Arab%20Emirates,TRUE
ÕÃ«Ã  Ê—” «‰œ  —«›·”,Hijaz Tours & Travels,"Zuid Koninginnewal 6, 5701 NT Helmond, Netherlands",Helmond,Netherlands,,+31 85 060 4047,5 (128 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Hijaz%20Tours%20%26%20Travels%2C%20Zuid%20Koninginnewal%206%2C%205701%20NT%20Helmond%2C%20Netherlands,TRUE
Ã‹«„Ê‰« ≈Ì«—  —«›·”,Jamuna Air Travels,"2nd Floor, Aziz Co-Operative Market, 204, Shahid Sayed Nazrul Islam Saroni, Bijoy Nagar, Dhaka 1000, Bangladesh",Dhaka,Bangladesh,,+880 1915-224204,,Yes,https://www.google.com/maps/search/?api=1&query=Jamuna%20Air%20Travels%2C%202nd%20Floor%2C%20Aziz%20Co-Operative%20Market%2C%20204%2C%20Shahid%20Sayed%20Nazrul%20Islam%20Saroni%2C%20Bijoy%20Nagar%2C%20Dhaka%201000%2C%20Bangladesh,TRUE
‰ÌÃ— «ﬂ”»—” ›ÊÌ«Ã,Niger Express Voyage,"H422+C2, Niamey, Niger",Niamey,Niger,,+227 97 80 60 49,5 (2 reviews),Yes,"https://www.google.com/maps/place/H422+C2,+Niamey,+Niger",TRUE
›Ì’· «·»’Ì—Ì,"Faisal Al , Basiri",,,,,,,Yes,,FALSE
ﬂ«—·”Ê‰ ›«ﬂÊ‰ ·Ì,CARLSON WAGON LIT TRAVEL,"1000 Jorie Blvd, Oak Brook, IL 60523, USA",Oak Brook,United States,,+1 630-990-8440,5 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=CARLSON%20WAGON%20LIT%20TRAVEL%2C%201000%20Jorie%20Blvd%2C%20Oak%20Brook%2C%20IL%2060523%2C%20USA,TRUE
‰”Ì„ √”›«—,NASSIM VOYAGES,"1713 Bd Mohammed VI, Casablanca, Morocco",Casablanca,Morocco,,+212 5225-76401,4.2 (67 reviews),Yes,https://www.google.com/maps/search/?api=1&query=NASSIM%20VOYAGES%2C%201713%20Bd%20Mohammed%20VI%2C%20Casablanca%2C%20Morocco,TRUE
”ÊÌ  √”›«—,SWEET VOYAGES,"Rellinghauser Str. 10, 45128 Essen, Germany",Essen,Germany,,+49 172 8039710,4.7 (127 reviews),Yes,https://www.google.com/maps/search/?api=1&query=SWEET%20VOYAGES%2C%20Rellinghauser%20Str.%2010%2C%2045128%20Essen%2C%20Germany,TRUE
Êﬂ«·… ”Ì—Ê„,Serum Agency,"1326 5th Ave, Seattle, WA 98101, USA",Seattle,United States,,+1 206-805-1519,,Yes,https://www.google.com/maps/search/?api=1&query=Serum%20Agency%2C%201326%205th%20Ave%2C%20Seattle%2C%20WA%2098101%2C%20USA,TRUE
Êﬂ«·… «·„Â«Ã—,Al-Muhajir Agency,"Sahil, Kumsal Cd. 32/A, 77600 ?iftlikk?y/Yalova, T¸rkiye",T¸rkiye,T¸rkiye,,+90 536 432 81 22,4.3 (8 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Al-Muhajir%20Agency%2C%20Sahil%2C%20Kumsal%20Cd.%2032/A%2C%2077600%20%C3%87iftlikk%C3%B6y/Yalova%2C%20T%C3%BCrkiye,TRUE
Êﬂ«·… «·ÿ—Ì›Ì,"Al , Tarifi Agency","GHQQ+JJW, Khartoum, Sudan",Khartoum,Sudan,,,5 (5 reviews),Yes,"https://www.google.com/maps/place/GHQQ+JJW,+Khartoum,+Sudan",TRUE
«·√‰Ê«— «·„Õ„œÌ…,AlAnwar alMohammedia,"7248-7170 Ray Zakhir, Ray'zakhir, Makkah 24238, Saudi Arabia",Makkah,Saudi Arabia,,+966 53 300 4952,4.2 (59 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AlAnwar%20alMohammedia%2C%207248-7170%20Ray%20Zakhir%2C%20Ray%27zakhir%2C%20Makkah%2024238%2C%20Saudi%20Arabia,TRUE
Õ„·… «Õ„œ «·ﬂ‰œ—Ì,Ahmed Al-Kandari Campaign,"839J+893, Rumaithiya, Kuwait",Rumaithiya,Kuwait,,+965 556 11114,4.5 (59 reviews),Yes,"https://www.google.com/maps/place/839J+893,+Rumaithiya,+Kuwait",TRUE
„‹ﬂÏ ÕÃ  —«›·”,Makky Hajj Travels,"167-11 Hillside Ave., Jamaica, NY 11432, USA",USA,United States,,+1 347-609-2456,4.9 (219 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Makky%20Hajj%20Travels%2C%20167-11%20Hillside%20Ave.%2C%20Jamaica%2C%20NY%2011432%2C%20USA,TRUE
ÂÊÌ«∆  —Ê“ «‰ —‰«‘ÌÊ‰«· «·Œ«’… «·„ÕœÊœ…,White Rose International  Pvt.  Ltd,"16305 Swingley Ridge Rd Suite 350, Chesterfield, MO 63017, USA",Chesterfield,United States,,+1 636-812-4000,2 (55 reviews),Yes,https://www.google.com/maps/search/?api=1&query=White%20Rose%20International%20%20Pvt.%20%20Ltd%2C%2016305%20Swingley%20Ridge%20Rd%20Suite%20350%2C%20Chesterfield%2C%20MO%2063017%2C%20USA,TRUE
 Ì‘« ≈Ì«— ”—›Ì”,Tisha Air Service,"2602 45th St, Dickinson, TX 77539, USA",Dickinson,United States,,+1 281-337-7763,4.7 (6 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Tisha%20Air%20Service%2C%202602%2045th%20St%2C%20Dickinson%2C%20TX%2077539%2C%20USA,TRUE
‘—ﬂ… «·Œ·ÌÃ ··ÕÃ Ê«·⁄„—…,Al khaleej company for pelgrim and omra transport,"FCJF+WXC, 40 St, Hillah, Babylon Governorate, Iraq",Hillah,Iraq,,+964 780 652 1746,4 (4 reviews),Yes,"https://www.google.com/maps/place/FCJF+WXC,+40+St,+Hillah,+Babylon+Governorate,+Iraq",TRUE
«·√»—«— «·›÷Ì… ··ÕÃ Ê«·⁄„—…,al abrar al fadeah for pelgrim and omra transport,"Prince Mutaib bin Abdulaziz Rd, Al-Safa, Jeddah 23454, Saudi Arabia",Jeddah,Saudi Arabia,,+966 53 353 4447,4.4 (156 reviews),Yes,https://www.google.com/maps/search/?api=1&query=al%20abrar%20al%20fadeah%20for%20pelgrim%20and%20omra%20transport%2C%20Prince%20Mutaib%20bin%20Abdulaziz%20Rd%2C%20Al-Safa%2C%20Jeddah%2023454%2C%20Saudi%20Arabia,TRUE
« Õ«œ ’Ê— ··ÕÃ Ê«·⁄„—…,etihad sur for pelgrim and omra transport,"#21, 5160 Explorer Dr, Mississauga, ON L4W 4T7, Canada",Mississauga,Canada,,+1 905-212-9990,4.2 (123 reviews),Yes,https://www.google.com/maps/search/?api=1&query=etihad%20sur%20for%20pelgrim%20and%20omra%20transport%2C%20%2321%2C%205160%20Explorer%20Dr%2C%20Mississauga%2C%20ON%20L4W%204T7%2C%20Canada,TRUE
‘—ﬂ… «·Àﬁ·Ì‰ ··ÕÃ Ê«·⁄„—… ‘ „ „,Althaglin company for Hajj and Umrah LLC,"25 Al Shareef Al Redha St, Kuwait",Kuwait,Kuwait,,+965 2220 0060,4.8 (5 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Althaglin%20company%20for%20Hajj%20and%20Umrah%20LLC%2C%2025%20Al%20Shareef%20Al%20Redha%20St%2C%20Kuwait,TRUE
‘—ﬂ… « Õ«œ Ã⁄·«‰ ··ÕÃ Ê«·⁄„—…,eitihad jalan company for pelgrim and omra transport,"Dulles International Airport, 1 Saarinen Cir, Dulles, VA 20166, USA",Dulles,United States,,+1 877-690-0767,4.2 (579 reviews),Yes,https://www.google.com/maps/search/?api=1&query=eitihad%20jalan%20company%20for%20pelgrim%20and%20omra%20transport%2C%20Dulles%20International%20Airport%2C%201%20Saarinen%20Cir%2C%20Dulles%2C%20VA%2020166%2C%20USA,TRUE
Õ„·… «·Ê”ÿÏ ··ÕÃ Ê«·⁄„—… ‘ „ „,Hhmlh Aluwsty for Hajj and Umrah LLC,"Al Mawaleh South, Seeb, Oman",Seeb,Oman,,+968 9768 0808,4.7 (39 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Hhmlh%20Aluwsty%20for%20Hajj%20and%20Umrah%20LLC%2C%20Al%20Mawaleh%20South%2C%20Seeb%2C%20Oman,TRUE
‘—ﬂ… «·”·«„ Ê«·—Õ„… ··ÕÃ Ê«·⁄„—…,al salam and alrahma company for pelgrim and omra transport,"CVX7+366° Unnamed Road° Al Adel, Makkah 24244, Saudi Arabia",Makkah,Saudi Arabia,,+966 9200 12850,4.3 (93 reviews),Yes,"https://www.google.com/maps/place/CVX7+366,+Unnamed+Road,+Al+Adel,+Makkah+24244,+Saudi+Arabia",TRUE
·”ﬂ«—  —«»·” «‰œ  Ê—”,Laskar Travels & Tours,"Sonakhali, West Bengal 743312, India",Sonakhali,India,,+91 80010 30062,5 (33 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Laskar%20Travels%20%26%20Tours%2C%20Sonakhali%2C%20West%20Bengal%20743312%2C%20India,TRUE
„‰ÃÌ«   —«›·” «‰œ  Ê—”,Munjiyat Travels & Tours,"Donkere Spaarne 28, 2011 JG Haarlem, Netherlands",Haarlem,Netherlands,,+31 6 24677556,4.7 (3 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Munjiyat%20Travels%20%26%20Tours%2C%20Donkere%20Spaarne%2028%2C%202011%20JG%20Haarlem%2C%20Netherlands,TRUE
‰Ê—  Ê«∆”   —«›·”,North west Travels,"3701 SW Alaska St, Seattle, WA 98126, USA",Seattle,United States,,+1 206-935-3404,4 (4 reviews),Yes,https://www.google.com/maps/search/?api=1&query=North%20west%20Travels%2C%203701%20SW%20Alaska%20St%2C%20Seattle%2C%20WA%2098126%2C%20USA,TRUE
≈„ ≈„  —«›·” «‰œ  Ê—”,M M Travels & Tours,"Donkere Spaarne 28, 2011 JG Haarlem, Netherlands",Haarlem,Netherlands,,+31 6 24677556,4.7 (3 reviews),Yes,https://www.google.com/maps/search/?api=1&query=M%20M%20Travels%20%26%20Tours%2C%20Donkere%20Spaarne%2028%2C%202011%20JG%20Haarlem%2C%20Netherlands,TRUE
ÊÕÌ‹œ  —«›·”,Wahid Travels,"An Nahdah Street Salalah OM, Salalah 211, Oman",Salalah,Oman,,+968 9835 6789,5 (15 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Wahid%20Travels%2C%20An%20Nahdah%20Street%20Salalah%20OM%2C%20Salalah%20211%2C%20Oman,TRUE
«·„‰«—  Ê—” «‰œ  —«›·”,Al-Manar Tours & Travels,"32 7° „⁄«œÌ «·Œ»Ì—Ì «·‘—ﬁÌ…°° Maadi Al Khabiri Ash Sharqeyah, Maadi, Cairo Governorate 4211005, Egypt",Cairo Governorate,Egypt,,+20 2 23585385,3.5 (10 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Al-Manar%20Tours%20%26%20Travels%2C%2032%207%2C%20%D9%85%D8%B9%D8%A7%D8%AF%D9%8A%20%D8%A7%D9%84%D8%AE%D8%A8%D9%8A%D8%B1%D9%8A%20%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9%2C%2C%20Maadi%20Al%20Khabiri%20Ash%20Sharqeyah%2C%20Maadi%2C%20Cairo%20Governorate%204211005%2C%20Egypt,TRUE
Ãœ… ≈Ì«—  —«›·”,Jeddah Air Travels,Jeddah Saudi Arabia,Jeddah,Saudi Arabia,,,,Yes,https://www.google.com/maps/search/?api=1&query=Jeddah%20Air%20Travels%2C%20Jeddah%20Saudi%20Arabia,TRUE
”«œ„‹‹«‰  —«›·”,Sadman Travels,"?? ????? ??? ???, ???? ????? ???, Mymensingh 2200, Bangladesh",Mymensingh,Bangladesh,,+880 1914-857860,4.3 (8 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Sadman%20Travels%2C%20%E0%A7%A8%E0%A7%A6%20%E0%A6%B8%E0%A6%BE%E0%A6%B9%E0%A7%87%E0%A6%AC%20%E0%A6%86%E0%A6%B2%E0%A7%80%20%E0%A6%B0%E0%A7%8B%E0%A6%A1%2C%20%E0%A6%A8%E0%A6%A4%E0%A7%81%E0%A6%A8%20%E0%A6%AC%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%B0%20%E0%A6%AE%E0%A7%8B%E0%A7%9C%2C%20Mymensingh%202200%2C%20Bangladesh,TRUE
≈ÌﬂÊ ≈›Ì∆‘Ê‰ ”—›Ì”” «‰ —‰«‘ÌÊ‰«·,Eco Aviation Services International.,"Triport 1, Evert van de Beekstraat 40, 1118 CL Schiphol, Netherlands",Schiphol,Netherlands,,+31 20 316 0460,5 (3 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Eco%20Aviation%20Services%20International.%2C%20Triport%201%2C%20Evert%20van%20de%20Beekstraat%2040%2C%201118%20CL%20Schiphol%2C%20Netherlands,TRUE
≈ÌÊ‰ÌÊ‰  ÌÊ—Ÿ„ ”—›Ì””,Union Tourism Services,"Komla Pur, Kushtia 7000, Bangladesh",Kushtia,Bangladesh,,+880 1724-531643,,Yes,https://www.google.com/maps/search/?api=1&query=Union%20Tourism%20Services%2C%20Komla%20Pur%2C%20Kushtia%207000%2C%20Bangladesh,TRUE
”Ê„«∆Ì… ‰«»œ  —«›·”,Sumayah Nabid Travels,"55/B, Noakhali Tower, 6th Floor, Purana Paltan, ???? 1000, Bangladesh",????,Bangladesh,,+880 1620-004188,4.9 (28 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Sumayah%20Nabid%20Travels%2C%2055/B%2C%20Noakhali%20Tower%2C%206th%20Floor%2C%20Purana%20Paltan%2C%20%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE%201000%2C%20Bangladesh,TRUE
«· ⁄«Ê‰ «·⁄—»Ì «·‘«„· ··ÕÃ Ê«·⁄„—…,Al taween al arby al shamel for pelgrim and omra transport,"MV5J+7PG, Governorate, Oman",Governorate,Oman,,+968 26 885997,3.8 (6 reviews),Yes,"https://www.google.com/maps/place/MV5J+7PG,+Governorate,+Oman",TRUE
‘—ﬂ… «·√‰‹‹’‹«— «·€—»Ì… ·· Ã«—… Ê «·„ﬁ«Ê·« ,Al-Ansar Al-Gharbia Trading & Contracting Company,"H6WF+WP9, Al Ahwas, Al-Safa, Jeddah 21581, Saudi Arabia",Jeddah,Saudi Arabia,,,4.8 (5 reviews),Yes,"https://www.google.com/maps/place/H6WF+WP9,+Al+Ahwas,+Al-Safa,+Jeddah+21581,+Saudi+Arabia",TRUE
‘—ﬂ… «Õ„œ »‰ „Õ„œ »‰ ⁄·Ì «·Õ”«ÊÌ ÊÊ·œÂ ·· Ã«—…,Ahmed Bin Mohammed Bin Ali Al-Hasawi & Son Trading Company,"An Narjis, Riyadh 13333, Saudi Arabia",Riyadh,Saudi Arabia,,+966 50 553 4450,5 (2 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Ahmed%20Bin%20Mohammed%20Bin%20Ali%20Al-Hasawi%20%26%20Son%20Trading%20Company%2C%20An%20Narjis%2C%20Riyadh%2013333%2C%20Saudi%20Arabia,TRUE
≈„  ≈„  —«›·” ≈‰œ  Ê—”,M-M TRAVELS & TOURS,"61 Longmeadow Rd, Trumbull, CT 06611, USA",Trumbull,United States,,+1 203-683-0089,,Yes,https://www.google.com/maps/search/?api=1&query=M-M%20TRAVELS%20%26%20TOURS%2C%2061%20Longmeadow%20Rd%2C%20Trumbull%2C%20CT%2006611%2C%20USA,TRUE
«·„«∆“…  Ê—” Ê  —«›·”,AL-MAIZA TOURS & TRAVELS,"Shamim Apartment, kausar chowk, Zumzum Colony, Bir, Beed, Maharashtra 431122, India",Beed,India,,+91 98219 03057,5 (1 reviews),Yes,https://www.google.com/maps/search/?api=1&query=AL-MAIZA%20TOURS%20%26%20TRAVELS%2C%20Shamim%20Apartment%2C%20kausar%20chowk%2C%20Zumzum%20Colony%2C%20Bir%2C%20Beed%2C%20Maharashtra%20431122%2C%20India,TRUE
„ﬂ—„  Ê— «‰œ  —«›·”,Mokarrom Tour & Travels,"House:12/UMA, 04 ??? ??, ???? 1207, Bangladesh",????,Bangladesh,,+880 1678-310000,4.5 (11 reviews),Yes,https://www.google.com/maps/search/?api=1&query=Mokarrom%20Tour%20%26%20Travels%2C%20House%3A12/UMA%2C%2004%20%E0%A6%B8%E0%A7%9C%E0%A6%95%20%E0%A7%A6%E0%A7%A8%2C%20%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE%201207%2C%20Bangladesh,TRUE
—“«ﬁ Â»·…  Ê—,REZZ ABLAAG,"9V86+675, N16, El Oued, Algeria",El Oued,Algeria,,+213 32 14 80 89,4.3 (30 reviews),Yes,"https://www.google.com/maps/place/9V86+675,+N16,+El+Oued,+Algeria",TRUE
“‰« …,ZENATA VOYAGES,"Zanatah, Tripoli, Libya",Tripoli,Libya,,,,Yes,https://www.google.com/maps/search/?api=1&query=ZENATA%20VOYAGES%2C%20Zanatah%2C%20Tripoli%2C%20Libya,TRUE
„ƒ””… «·œÌÊ«‰ «·Êÿ‰Ì ··”Ì«Õ…,ONAT,"1002 Rue de la Libye, Tunis, Tunisia",Tunis,Tunisia,,+216 71 105 638,,Yes,https://www.google.com/maps/search/?api=1&query=ONAT%2C%201002%20Rue%20de%20la%20Libye%2C%20Tunis%2C%20Tunisia,TRUE
«·„Ê«”„ ··«”›«—,MAOUASSIM VOUYAGES,"Saleh Al Shartouni, Al-Safa, Jeddah 23452, Saudi Arabia",Jeddah,Saudi Arabia,,+966 59 070 0781,4.7 (192 reviews),Yes,https://www.google.com/maps/search/?api=1&query=MAOUASSIM%20VOUYAGES%2C%20Saleh%20Al%20Shartouni%2C%20Al-Safa%2C%20Jeddah%2023452%2C%20Saudi%20Arabia,TRUE
«·‰Â÷… √”›«—,RENAISSANCE voyages,"13 Rue de Bergerac, Gatineau, QC J8M 1W3, Canada",Gatineau,Canada,,+1 819-201-2914,4.1 (9 reviews),Yes,https://www.google.com/maps/search/?api=1&query=RENAISSANCE%20voyages%2C%2013%20Rue%20de%20Bergerac%2C%20Gatineau%2C%20QC%20J8M%201W3%2C%20Canada,TRUE
«·„Ì⁄«œ ··√”›«—,elmiaad voyages,"37 Rue Ali Bouhadja, Birtouta, Algeria",Birtouta,Algeria,,+213 561 60 65 10,4.3 (11 reviews),Yes,https://www.google.com/maps/search/?api=1&query=elmiaad%20voyages%2C%2037%20Rue%20Ali%20Bouhadja%2C%20Birtouta%2C%20Algeria,TRUE
